Funds,Rating,1 Yr Ret (%),1 Yr Rank,Riskometer,Category,Expense Ratio (%),Launch,Net Assets (Cr)
DSP Multicap Fund - Regular Plan,--,2.10,18/25,Very High,Equity,1.99,2024-01-30,"2,263"
DSP Natural Resources and New Energy Fund - Regular Plan,--,-5.53,3/3,Very High,Equity,2.11,2008-04-25,"1,292"
DSP NIFTY 50 Equal Weight ETF,--,5.87,76/144,Very High,Equity,0.20,2021-11-08,559.00
DSP Nifty 50 Equal Weight Index Fund - Regular Plan,5,5.11,86/144,Very High,Equity,0.92,2017-10-23,"2,136"
DSP Nifty 50 ETF,--,7.57,16/144,Very High,Equity,0.06,2021-12-23,360.00
DSP Nifty 50 Index Fund - Regular Plan,3,7.21,36/144,Very High,Equity,0.36,2019-02-21,739.00
DSP Nifty Bank ETF,--,8.99,30/52,Very High,Equity,0.15,2023-01-03,694.00
DSP Nifty Bank Index Fund - Regular Plan,--,8.15,42/52,Very High,Equity,0.80,2024-05-31,52.00
DSP Nifty Healthcare ETF,--,13.89,13/23,Very High,Equity,0.20,2024-02-01,10.00
DSP Nifty Healthcare Index Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
DSP Nifty IT ETF,--,13.59,10/26,Very High,Equity,0.20,2023-07-07,37.00
DSP Nifty IT Index Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
DSP Nifty Midcap 150 Quality 50 ETF,--,0.63,41/53,Very High,Equity,0.30,2021-12-23,102.00
DSP Nifty Midcap 150 Quality 50 Index Fund - Regular Plan,--,0.02,43/53,Very High,Equity,0.86,2022-08-04,442.00
DSP Nifty Next 50 Index Fund - Regular Plan,3,-6.87,135/144,Very High,Equity,0.61,2019-02-21,"1,008"
DSP Nifty Private Bank ETF,--,8.51,33/52,Very High,Equity,0.15,2023-07-27,353.00
DSP Nifty Private Bank Index Fund - Regular Plan,--,--,--,Very High,Equity,1.01,2025-03-06,20.00
DSP Nifty PSU Bank ETF,--,-7.91,48/52,Very High,Equity,0.15,2023-07-27,71.00
DSP Nifty Smallcap250 Quality 50 Index Fund - Regular Plan,--,-1.73,35/44,Very High,Equity,0.98,2023-12-26,255.00
DSP Nifty Top 10 Equal Weight ETF,--,--,--,Very High,Equity,0.15,2024-09-05,746.00
DSP Nifty Top 10 Equal Weight Index Fund - Regular Plan,--,--,--,Very High,Equity,0.94,2024-09-05,"1,688"
DSP Quant Fund - Regular Plan,--,3.62,21/79,Very High,Equity,1.28,2019-06-10,904.00
DSP Small Cap Fund - Regular Plan,2,6.40,5/44,Very High,Equity,1.71,2007-06-14,"16,305"
DSP US Flexible Equity Fund of Fund - Regular Plan,--,13.29,31/60,Very High,Equity,2.34,2012-08-03,866.00
DSP Value Fund - Regular Plan,3,7.51,--,Very High,Equity,1.71,2020-12-10,"1,001"
DSP World Gold FoF - Regular Plan,--,65.67,1/60,Very High,Equity,2.35,2007-09-14,"1,196"
DSP World Mining Fund of Fund- Regular Plan,--,7.19,54/60,Very High,Equity,2.13,2009-12-29,127.00
Edelweiss ASEAN Equity Off-shore Fund - Regular Plan,--,18.13,14/60,Very High,Equity,1.47,2011-07-01,108.00
Edelweiss BSE Capital Markets & Insurance ETF,--,--,--,Very High,Equity,0.25,2024-12-30,15.00
Edelweiss BSE Internet Economy Index Fund - Regular Plan,--,--,--,Very High,Equity,1.09,2025-05-16,30.00
Edelweiss Business Cycle Fund - Regular Plan,--,--,--,Very High,Equity,2.02,2024-07-29,"1,840"
Edelweiss Consumption Fund - Regular Plan,--,--,--,Very High,Equity,2.38,2025-02-20,364.00
Edelweiss ELSS Tax Saver Fund - Regular Plan,2,3.56,25/38,Very High,Equity,2.33,2008-12-30,412.00
Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Regular Plan,--,9.49,46/60,Very High,Equity,1.44,2014-07-07,121.00
Edelweiss Europe Dynamic Equity Offshore Fund - Regular Plan,--,24.68,9/60,Very High,Equity,1.43,2014-02-07,110.00
Edelweiss Flexi Cap Fund - Regular Plan,4,3.80,51/91,Very High,Equity,1.93,2015-02-03,"2,642"
Edelweiss Focused Fund - Regular Plan,--,4.12,45/91,Very High,Equity,2.21,2022-08-01,961.00
Edelweiss Greater China Equity Off-shore Fund - Regular Plan,--,13.80,26/60,Very High,Equity,1.64,2009-08-26,"1,820"
Edelweiss Large Cap Fund - Regular Plan,4,4.07,100/144,Very High,Equity,2.12,2009-05-20,"1,271"
Edelweiss Large & Mid Cap Fund - Regular Plan,3,5.33,10/54,Very High,Equity,1.86,2007-06-14,"3,914"
Edelweiss Mid Cap Fund - Regular Plan,4,9.69,3/53,Very High,Equity,1.70,2007-12-26,"10,028"
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund - Regular Plan,2,7.49,22/23,Very High,Equity,1.05,2020-10-26,156.00
Edelweiss Multi Cap Fund - Regular Plan,--,4.63,9/25,Very High,Equity,1.92,2023-10-25,"2,791"
Edelweiss Nifty 100 Quality 30 Index Fund - Regular Plan,1,0.48,113/144,Very High,Equity,0.85,2016-05-25,141.00
Edelweiss Nifty500 Multicap Momentum Quality 50 ETF,--,--,--,Very High,Equity,0.30,2024-10-31,27.00
Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.02,2024-10-31,235.00
Edelweiss Nifty 50 Index Fund - Regular Plan,1,6.95,53/144,Very High,Equity,0.50,2015-05-08,168.00
Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Regular Plan,--,-3.54,41/54,Very High,Equity,1.10,2024-05-17,154.00
Edelweiss Nifty Bank ETF,--,--,--,Very High,Equity,0.05,2024-09-10,7.00
Edelweiss NIFTY Large Mid Cap 250 Index Fund - Regular Plan,3,3.23,17/54,Very High,Equity,0.90,2021-12-01,277.00
Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan,--,-2.24,45/53,Very High,Equity,1.10,2022-11-30,991.00
Edelweiss Nifty Next 50 Index Fund - Regular Plan,--,-7.09,142/144,Very High,Equity,0.75,2022-11-30,137.00
Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan,--,-1.41,28/44,Very High,Equity,0.78,2022-11-30,136.00
Edelweiss Recently Listed IPO Fund - Regular Plan,--,-0.39,35/79,Very High,Equity,2.29,2018-02-22,896.00
Edelweiss Small Cap Fund - Regular Plan,3,1.60,15/44,Very High,Equity,1.83,2019-02-07,"4,580"
Edelweiss Technology Fund - Regular Plan,--,8.18,24/26,Very High,Equity,2.31,2024-03-05,652.00
Edelweiss US Technology Equity FoF - Regular Plan,--,17.21,16/60,Very High,Equity,1.60,2020-03-05,"2,737"
Edelweiss US Value Equity Off-shore Fund - Regular Plan,--,9.48,47/60,Very High,Equity,1.62,2013-08-07,162.00
Franklin Asian Equity Fund - Regular Plan,--,8.95,50/60,Very High,Equity,2.55,2008-01-16,249.00
Franklin Build India Fund - Regular Plan,5,-1.25,8/22,Very High,Equity,1.99,2009-09-04,"2,857"
Franklin India Bluechip Fund - Regular Plan,4,7.17,41/144,Very High,Equity,1.84,1993-12-01,"7,692"
Franklin India ELSS Tax Saver Fund - Regular Plan,4,6.43,10/38,Very High,Equity,1.81,1999-04-10,"6,719"
Franklin India Equity Advantage Fund - Regular Plan,3,8.68,3/54,Very High,Equity,2.02,2005-03-02,"3,491"
Franklin India Feeder - Templeton European Opportunities Fund - Regular Plan,--,9.66,43/60,Very High,Equity,1.33,2014-05-16,18.00
Franklin India Flexi Cap Fund - Regular Plan,4,6.86,22/91,Very High,Equity,1.70,1994-09-29,"18,679"
Franklin India Focused Equity Fund - Regular Plan,4,2.69,62/91,Very High,Equity,1.76,2007-07-26,"12,147"
Franklin India Multi Cap Fund - Regular Plan,--,--,--,Very High,Equity,1.81,2024-07-29,"4,851"
Franklin India NSE Nifty 50 Index - Regular Plan,3,7.08,48/144,Very High,Equity,0.63,2000-08-04,737.00
Franklin India Opportunities Fund - Regular Plan,--,2.68,25/79,Very High,Equity,1.77,2000-02-21,"6,864"
Franklin India Prima Fund - Regular Plan,3,3.94,14/53,Very High,Equity,1.76,1993-12-01,"12,285"
Franklin India Smaller Companies Fund - Regular Plan,4,-4.66,41/44,Very High,Equity,1.74,2006-01-13,"13,545"
Franklin India Technology Fund - Regular Plan,--,6.75,25/26,Very High,Equity,2.11,1998-08-22,"1,862"
Franklin U.S. Opportunities Equity Active FoF - Regular Plan,--,8.57,53/60,Very High,Equity,1.53,2012-02-06,"3,834"
Groww Banking & Financial Services Fund - Regular Plan,--,7.35,44/52,Very High,Equity,2.30,2024-02-06,54.00
Groww ELSS Tax Saver Fund - Regular Plan,2,-0.10,31/38,Very High,Equity,2.30,2017-12-28,51.00
Groww Large Cap Fund - Regular Plan,2,0.85,112/144,Very High,Equity,2.46,2012-02-10,128.00
Groww Multicap Fund - Regular Plan,--,--,--,Very High,Equity,2.30,2024-12-16,105.00
Groww Nifty 200 ETF,--,--,--,Very High,Equity,0.35,2025-02-25,12.00
Groww Nifty 200 ETF FoF - Regular Plan,--,--,--,Very High,Equity,0.70,2025-02-28,4.00
Groww Nifty 500 Low Volatility 50 ETF,--,--,--,Very High,Equity,--,2025-06-11,--
Groww Nifty 500 Momentum 50 ETF,--,--,--,Very High,Equity,0.44,2025-04-23,15.00
Groww Nifty 500 Momentum 50 ETF FoF - Regular Plan,--,--,--,Very High,Equity,0.65,2025-04-24,6.00
Groww Nifty EV & New Age Automotive ETF,--,--,--,Very High,Equity,0.47,2024-08-07,265.00
Groww Nifty EV & New Age Automotive ETF FoF - Regular Plan,--,--,--,Very High,Equity,0.62,2024-08-12,139.00
Groww Nifty India Defence ETF,--,--,--,Very High,Equity,0.43,2024-10-08,183.00
Groww Nifty India Defence ETF FoF - Regular Plan,--,--,--,Very High,Equity,0.63,2024-10-11,61.00
Groww Nifty India Internet ETF,--,--,--,Very High,Equity,--,--,--
Groww Nifty India Internet ETF FoF - Regular Plan,--,--,--,Very High,Equity,--,--,--
Groww Nifty India Railways PSU ETF,--,--,--,Very High,Equity,0.49,2025-02-05,57.00
Groww Nifty India Railways PSU Index Fund - Regular Plan,--,--,--,Very High,Equity,1.07,2025-02-04,35.00
Groww Nifty Non-Cyclical Consumer Index Fund - Regular Plan,--,3.17,13/21,Very High,Equity,1.00,2024-05-22,50.00
Groww Nifty Smallcap 250 Index Fund - Regular Plan,--,-1.45,30/44,Very High,Equity,1.05,2024-02-29,111.00
Groww Nifty Total Market Index Fund - Regular Plan,--,2.97,58/91,Very High,Equity,1.05,2023-10-23,303.00
Groww Value Fund - Regular Plan,1,5.71,6/31,Very High,Equity,2.30,2015-09-08,55.00
HDFC Banking & Financial Services Fund - Regular Plan,3,9.96,19/52,Very High,Equity,1.91,2021-07-01,"4,128"
HDFC BSE 500 ETF,--,3.29,56/91,Very High,Equity,0.30,2023-02-15,17.00
HDFC BSE 500 Index Fund - Regular Plan,--,2.60,63/91,Very High,Equity,0.81,2023-04-21,238.00
HDFC BSE Sensex ETF,--,7.40,25/144,Very High,Equity,0.05,2015-12-09,521.00
HDFC BSE Sensex Index Fund - Regular Plan,3,7.03,50/144,Very High,Equity,0.36,2002-07-17,"8,459"
HDFC Business Cycle Fund - Regular Plan,--,1.73,27/79,Very High,Equity,1.97,2022-11-30,"2,857"
HDFC Defence Fund - Regular Plan,--,7.64,8/79,Very High,Equity,1.77,2023-06-02,"6,665"
HDFC Developed World Equity Passive FoF - Regular Plan,--,15.43,--,Very High,Equity,0.63,2021-10-06,"1,278"
HDFC Dividend Yield Fund - Regular Plan,--,1.71,4/9,Very High,Equity,1.81,2020-12-18,"6,379"
HDFC ELSS Tax Saver Fund - Regular Plan,5,8.31,4/38,Very High,Equity,1.65,1996-03-31,"16,454"
HDFC Flexi Cap Fund - Regular Plan,5,10.42,5/91,Very High,Equity,1.39,1995-01-01,"75,784"
HDFC Focused 30 Fund - Regular Plan,5,10.12,6/91,Very High,Equity,1.66,2004-09-17,"19,578"
HDFC Housing Opportunities Fund - Regular Plan,--,-7.23,69/79,Very High,Equity,2.21,2017-12-06,"1,324"
HDFC Infrastructure Fund - Regular Plan,4,-2.43,10/22,Very High,Equity,1.98,2008-03-10,"2,540"
HDFC Innovation Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
HDFC Large and Mid Cap Fund - Regular Plan,4,3.13,19/54,Very High,Equity,1.65,1994-02-18,"25,412"
HDFC Large Cap Fund - Regular Plan,5,3.94,101/144,Very High,Equity,1.61,1996-09-04,"37,716"
HDFC Manufacturing Fund - Regular Plan,--,-2.19,45/79,Very High,Equity,1.69,2024-05-16,"12,098"
HDFC Mid-Cap Opportunities Fund - Regular Plan,5,5.57,7/53,Very High,Equity,1.40,2007-06-25,"79,718"
HDFC MNC Fund - Regular Plan,--,-10.84,6/6,Very High,Equity,2.43,2023-03-09,584.00
HDFC Multi Cap Fund - Regular Plan,4,1.35,21/25,Very High,Equity,1.68,2021-12-10,"17,620"
HDFC NIFTY 100 Equal Weight Index Fund - Regular Plan,4,-0.24,116/144,Very High,Equity,0.83,2022-02-23,369.00
HDFC NIFTY 100 ETF,--,4.72,92/144,Very High,Equity,0.30,2022-08-05,31.00
HDFC NIFTY 100 Index Fund - Regular Plan,2,4.21,98/144,Very High,Equity,0.75,2022-02-23,339.00
HDFC NIFTY100 Low Volatility 30 ETF,--,6.38,69/144,Very High,Equity,0.30,2022-10-11,16.00
HDFC NIFTY100 Low Volatility 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.90,2024-07-10,339.00
HDFC NIFTY100 Quality 30 ETF,--,1.10,111/144,Very High,Equity,0.30,2022-09-23,23.00
HDFC Nifty100 Quality 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.89,2025-02-19,187.00
HDFC NIFTY200 Momentum 30 ETF,--,-11.34,49/54,Very High,Equity,0.30,2022-10-11,95.00
HDFC NIFTY200 Momentum 30 Index Fund - Regular Plan,--,-11.92,52/54,Very High,Equity,0.89,2024-02-28,741.00
HDFC Nifty500 Multicap 50:25:25 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.80,2024-08-23,459.00
HDFC NIFTY50 Equal Weight Index Fund - Regular Plan,4,5.18,84/144,Very High,Equity,0.86,2021-08-20,"1,495"
HDFC NIFTY 50 ETF,--,7.59,11/144,Very High,Equity,0.05,2015-12-09,"4,545"
HDFC NIFTY 50 Index Fund - Regular Plan,3,7.20,37/144,Very High,Equity,0.35,2002-07-17,"20,409"
HDFC NIFTY50 Value 20 ETF,--,2.85,12/31,Very High,Equity,0.20,2022-09-23,37.00
HDFC NIFTY Bank ETF,--,9.00,27/52,Very High,Equity,0.16,2020-08-21,"2,740"
HDFC NIFTY Growth Sectors 15 ETF,--,5.69,16/79,Very High,Equity,0.30,2022-09-23,22.00
HDFC Nifty India Digital Index Fund - Regular Plan,--,--,--,Very High,Equity,0.90,2024-12-11,211.00
HDFC NIFTY IT ETF,--,13.59,9/26,Very High,Equity,0.20,2022-11-16,49.00
HDFC Nifty LargeMidcap 250 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.75,2024-10-09,482.00
HDFC NIFTY Midcap 150 ETF,--,2.85,22/53,Very High,Equity,0.20,2023-02-15,89.00
HDFC NIFTY Midcap 150 Index Fund - Regular Plan,--,2.05,29/53,Very High,Equity,0.83,2023-04-21,346.00
HDFC NIFTY Next 50 ETF,--,-6.33,130/144,Very High,Equity,0.25,2022-08-05,89.00
HDFC NIFTY Next 50 Index Fund - Regular Plan,2,-7.07,140/144,Very High,Equity,0.66,2021-11-03,"1,925"
HDFC NIFTY Private Bank ETF,--,8.49,34/52,Very High,Equity,0.15,2022-11-16,335.00
HDFC NIFTY PSU BANK ETF,--,-7.93,49/52,Very High,Equity,0.35,2024-01-31,26.00
HDFC NIFTY Realty Index Fund - Regular Plan,--,-11.63,76/79,Very High,Equity,0.89,2024-03-26,125.00
HDFC Nifty Smallcap 250 ETF,--,-0.68,21/44,Very High,Equity,0.20,2023-02-15,"1,155"
HDFC Nifty Smallcap 250 Index Fund - Regular Plan,--,-1.38,27/44,Very High,Equity,0.81,2023-04-21,473.00
HDFC Nifty Top 20 Equal Weight Index Fund - Regular Plan,--,--,--,Very High,Equity,0.90,2025-03-25,81.00
HDFC Non-Cyclical Consumer Fund - Regular Plan,--,4.82,9/21,Very High,Equity,2.25,2023-07-12,970.00
HDFC Pharma And Healthcare Fund - Regular Plan,--,24.96,1/23,Very High,Equity,2.02,2023-10-04,"1,705"
HDFC Retirement Savings Fund Equity Plan - Regular Plan,5,3.92,48/91,Very High,Equity,1.77,2016-02-25,"6,474"
HDFC Small Cap Fund - Regular Plan,4,1.69,14/44,Very High,Equity,1.59,2008-04-03,"34,032"
HDFC Technology Fund - Regular Plan,--,18.37,2/26,Very High,Equity,2.11,2023-09-08,"1,403"
HDFC Transportation and Logistics Fund - Regular Plan,--,-2.99,49/79,Very High,Equity,2.12,2023-08-17,"1,330"
HDFC Value Fund,2,5.78,5/31,Very High,Equity,1.85,1994-02-01,"7,140"
Helios Financial Services Fund - Regular Plan,--,--,--,Very High,Equity,2.40,2024-06-24,173.00
Helios Flexi Cap Fund - Regular Plan,--,3.87,49/91,Very High,Equity,1.90,2023-11-13,"3,214"
Helios Large & Mid Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.38,2024-10-30,319.00
Helios Mid Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.39,2025-03-13,98.00
HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Regular Plan,--,13.68,27/60,Very High,Equity,1.40,2014-02-24,13.00
HSBC Brazil Fund,--,14.85,21/60,Very High,Equity,1.55,2011-05-06,76.00
HSBC Business Cycles Fund - Regular Plan,--,5.55,17/79,Very High,Equity,2.24,2014-08-20,"1,078"
HSBC Consumption Fund - Regular Plan,--,5.65,3/21,Very High,Equity,2.11,2023-08-31,"1,517"
HSBC ELSS Tax Saver Fund,3,5.24,15/38,Very High,Equity,1.91,2006-02-27,"4,129"
HSBC Financial Services Fund - Regular Plan,--,--,--,Very High,Equity,2.39,2025-02-27,622.00
HSBC Flexi Cap Fund,4,5.18,38/91,Very High,Equity,1.93,2004-02-24,"4,940"
HSBC Focused Fund - Regular Plan,2,5.33,35/91,Very High,Equity,2.12,2020-07-22,"1,666"
HSBC Global Emerging Markets Fund,--,9.54,45/60,Very High,Equity,1.54,2008-03-17,54.00
HSBC Global Equity Climate Change FoF - Regular Plan,--,4.75,57/60,Very High,Equity,1.44,2021-03-22,57.00
HSBC India Export Opportunities Fund - Regular Plan,--,--,--,Very High,Equity,2.07,2024-09-25,"1,720"
HSBC Infrastructure Fund,3,-5.68,17/22,Very High,Equity,2.04,2007-09-27,"2,391"
HSBC Large and Mid Cap Fund - Regular Plan,3,1.13,31/54,Very High,Equity,1.91,2019-03-28,"4,173"
HSBC Large Cap Fund,3,3.25,103/144,Very High,Equity,2.14,2002-12-10,"1,826"
HSBC Midcap Fund,3,3.65,16/53,Very High,Equity,1.73,2004-08-09,"11,470"
HSBC Multi Cap Fund - Regular Plan,--,1.85,20/25,Very High,Equity,1.85,2023-01-30,"4,757"
HSBC Nifty 50 Index Fund - Regular Plan,3,7.09,47/144,Very High,Equity,0.44,2020-04-15,340.00
HSBC Nifty Next 50 Index Fund - Regular Plan,1,-7.13,143/144,Very High,Equity,0.72,2020-04-15,133.00
HSBC Small Cap Fund,3,-3.66,38/44,Very High,Equity,1.68,2014-05-12,"16,061"
HSBC Value Fund,4,2.70,15/31,Very High,Equity,1.72,2010-01-08,"13,325"
ICICI Prudential Banking and Financial Services Fund,3,14.42,10/52,Very High,Equity,1.81,2008-08-22,"9,812"
ICICI Prudential BHARAT 22 FOF,5,-1.34,119/144,Very High,Equity,0.13,2018-06-29,"2,358"
ICICI Prudential Bharat Consumption Fund,4,2.70,14/21,Very High,Equity,2.00,2019-04-12,"3,166"
ICICI Prudential BSE 500 ETF,--,3.33,54/91,Very High,Equity,0.32,2018-05-09,343.00
ICICI Prudential BSE 500 ETF FOF,3,3.17,57/91,Very High,Equity,0.58,2021-12-01,94.00
ICICI Prudential BSE Midcap Select ETF,--,1.36,36/53,Very High,Equity,0.15,2016-07-04,87.00
ICICI Prudential BSE Sensex ETF,--,7.43,23/144,Very High,Equity,0.03,2003-01-10,"20,993"
ICICI Prudential BSE Sensex Index Fund,3,7.12,42/144,Very High,Equity,0.28,2017-09-21,"1,869"
ICICI Prudential Business Cycle Fund,--,8.94,7/79,Very High,Equity,1.70,2021-01-18,"12,972"
ICICI Prudential Commodities Fund,--,-5.63,61/79,Very High,Equity,2.00,2019-10-15,"2,742"
ICICI Prudential Dividend Yield Equity Fund,--,7.86,1/9,Very High,Equity,1.83,2014-05-16,"5,401"
ICICI Prudential ELSS Tax Saver,3,8.99,3/38,Very High,Equity,1.72,1999-08-19,"14,364"
ICICI Prudential Energy Opportunities Fund - Regular Plan,--,--,--,Very High,Equity,1.72,2024-07-22,"10,559"
ICICI Prudential Equity Minimum Variance Fund - Regular Plan,--,--,--,Very High,Equity,1.91,2024-12-06,"3,646"
ICICI Prudential ESG Exclusionary Strategy Fund,--,12.89,1/10,Very High,Equity,2.14,2020-10-09,"1,525"
ICICI Prudential Exports and Services Fund,--,11.11,6/79,Very High,Equity,2.27,2005-11-30,"1,396"
ICICI Prudential Flexicap Fund,4,4.27,43/91,Very High,Equity,1.69,2021-07-17,"17,484"
ICICI Prudential FMCG Fund,--,-2.10,43/79,Very High,Equity,2.13,1999-03-31,"2,027"
ICICI Prudential Focused Equity Fund,4,11.43,2/91,Very High,Equity,1.72,2009-05-28,"11,667"
ICICI Prudential Global Advantage Fund (FOF),--,13.21,32/60,Very High,Equity,1.36,2019-10-07,320.00
ICICI Prudential Global Stable Equity Fund (FOF),--,14.30,22/60,Very High,Equity,1.49,2013-09-13,102.00
ICICI Prudential Housing Opportunities Fund,--,3.22,24/79,Very High,Equity,2.05,2022-04-18,"2,453"
ICICI Prudential India Equity FOF,5,7.95,19/91,Very High,Equity,1.24,2020-02-25,179.00
ICICI Prudential India Opportunities Fund,--,11.34,5/79,Very High,Equity,1.60,2019-01-15,"28,204"
ICICI Prudential Infrastructure Fund,5,2.97,1/22,Very High,Equity,1.85,2005-08-31,"7,920"
ICICI Prudential Innovation Fund,--,7.19,11/79,Very High,Equity,1.81,2023-04-28,"6,794"
ICICI Prudential Large Cap Fund,5,8.14,4/144,Very High,Equity,1.42,2008-05-23,"69,763"
ICICI Prudential Large & Mid Cap Fund,5,8.07,6/54,Very High,Equity,1.66,1998-07-09,"21,657"
ICICI Prudential Manufacturing Fund,--,-3.42,53/79,Very High,Equity,1.82,2018-10-11,"6,589"
ICICI Prudential Midcap Fund,3,2.76,25/53,Very High,Equity,1.87,2004-10-28,"6,421"
ICICI Prudential MNC Fund,--,-1.22,1/6,Very High,Equity,2.14,2019-06-17,"1,677"
ICICI Prudential Multicap Fund,4,5.65,6/25,Very High,Equity,1.74,1994-10-01,"15,095"
ICICI Prudential NASDAQ 100 Index Fund,--,13.37,29/60,Very High,Equity,1.07,2021-10-18,"1,727"
ICICI Prudential Nifty 100 ETF,--,4.55,94/144,Very High,Equity,0.48,2013-08-20,118.00
ICICI Prudential Nifty 100 Low Volatility 30 ETF,--,6.27,71/144,Very High,Equity,0.41,2017-07-03,"3,678"
ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF,5,6.21,72/144,Very High,Equity,0.54,2021-04-12,"1,476"
ICICI Prudential Nifty 200 Momentum 30 ETF,--,-11.43,50/54,Very High,Equity,0.30,2022-08-04,590.00
ICICI Prudential Nifty 200 Momentum 30 Index Fund,--,-12.06,53/54,Very High,Equity,1.00,2022-08-05,551.00
ICICI Prudential Nifty 200 Quality 30 ETF,--,1.87,25/54,Very High,Equity,0.30,2023-08-07,183.00
ICICI Prudential Nifty200 Quality 30 Index Fund,--,--,--,Very High,Equity,--,2025-06-09,--
ICICI Prudential Nifty200 Value 30 ETF,--,--,--,Very High,Equity,0.30,2024-10-17,10.00
ICICI Prudential Nifty200 Value 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.00,2024-10-18,96.00
ICICI Prudential Nifty 500 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.88,2024-12-20,25.00
ICICI Prudential Nifty50 Equal Weight Index Fund,--,5.12,85/144,Very High,Equity,0.99,2022-10-03,125.00
ICICI Prudential Nifty 50 ETF,--,7.62,6/144,Very High,Equity,0.03,2013-03-20,"30,050"
ICICI Prudential Nifty 50 Index Fund,3,7.17,40/144,Very High,Equity,0.36,2002-02-26,"13,535"
ICICI Prudential Nifty50 Value 20 ETF,--,2.74,14/31,Very High,Equity,0.25,2016-06-17,190.00
ICICI Prudential Nifty50 Value 20 Index Fund,--,2.21,16/31,Very High,Equity,0.68,2024-02-05,108.00
ICICI Prudential Nifty Alpha Low Volatility 30 ETF,--,-2.95,37/54,Very High,Equity,0.41,2020-08-12,"1,775"
ICICI Prudential Nifty Alpha Low Volatility 30 ETF FOF,2,-3.39,38/54,Very High,Equity,0.53,2021-09-20,953.00
ICICI Prudential Nifty Auto ETF,--,-5.75,62/79,Very High,Equity,0.20,2022-01-12,125.00
ICICI Prudential Nifty Auto Index Fund,--,-6.41,66/79,Very High,Equity,0.94,2022-10-11,147.00
ICICI Prudential Nifty Bank ETF,--,9.04,24/52,Very High,Equity,0.15,2019-07-10,"3,152"
ICICI Prudential Nifty Bank Index Fund,2,8.21,37/52,Very High,Equity,0.76,2022-03-02,615.00
ICICI Prudential Nifty Commodities ETF,--,-5.38,58/79,Very High,Equity,0.30,2022-12-15,72.00
ICICI Prudential Nifty EV & New Age Automotive ETF,--,--,--,Very High,Equity,0.44,2025-04-07,21.00
ICICI Prudential Nifty EV & New Age Automotive ETF FoF - Regular Plan,--,--,--,Very High,Equity,0.61,2025-04-17,16.00
ICICI Prudential Nifty Financial Services Ex-Bank ETF,--,22.55,1/52,Very High,Equity,0.20,2022-11-25,141.00
ICICI Prudential Nifty FMCG ETF,--,-2.10,44/79,Very High,Equity,0.20,2021-08-05,560.00
ICICI Prudential Nifty Healthcare ETF,--,13.95,12/23,Very High,Equity,0.15,2021-05-18,144.00
ICICI Prudential Nifty India Consumption ETF,--,5.44,5/21,Very High,Equity,0.20,2021-10-28,64.00
ICICI Prudential Nifty Infrastructure ETF,--,2.53,2/22,Very High,Equity,0.50,2022-08-17,154.00
ICICI Prudential Nifty IT ETF,--,13.62,8/26,Very High,Equity,0.20,2020-08-17,473.00
ICICI Prudential Nifty IT Index Fund,--,12.86,15/26,Very High,Equity,0.88,2022-08-18,523.00
ICICI Prudential Nifty LargeMidcap 250 Index Fund,--,3.18,18/54,Very High,Equity,0.80,2024-03-13,210.00
ICICI Prudential Nifty Metal ETF,--,--,--,Very High,Equity,0.40,2024-08-14,157.00
ICICI Prudential Nifty Midcap 150 ETF,--,2.90,20/53,Very High,Equity,0.15,2020-01-24,466.00
ICICI Prudential Nifty Midcap 150 Index Fund,3,1.95,32/53,Very High,Equity,0.92,2021-12-22,732.00
ICICI Prudential Nifty Next 50 ETF,--,-6.20,125/144,Very High,Equity,0.10,2018-08-23,"1,515"
ICICI Prudential Nifty Next 50 Index Fund,3,-7.08,141/144,Very High,Equity,0.68,2010-06-25,"7,479"
ICICI Prudential Nifty Oil & Gas ETF,--,--,--,Very High,Equity,0.40,2024-07-19,160.00
ICICI Prudential Nifty Pharma Index Fund,--,10.14,20/23,Very High,Equity,0.98,2022-12-14,84.00
ICICI Prudential Nifty Private Bank ETF,--,8.48,36/52,Very High,Equity,0.15,2019-08-09,"3,357"
ICICI Prudential Nifty PSU Bank ETF,--,-7.99,50/52,Very High,Equity,0.40,2023-03-15,71.00
