Funds,Rating,1 Yr Ret (%),1 Yr Rank,Riskometer,Category,Expense Ratio (%),Launch,Net Assets (Cr)
DSP Nifty Healthcare ETF,--,13.89,13/23,Very High,Equity,0.2,01-02-2024,10
DSP Nifty Healthcare Index Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
DSP Nifty IT ETF,--,13.59,Oct-26,Very High,Equity,0.2,07-07-2023,37
DSP Nifty IT Index Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
DSP Nifty Midcap 150 Quality 50 ETF,--,0.63,41/53,Very High,Equity,0.3,23-12-2021,102
DSP Nifty Midcap 150 Quality 50 Index Fund - Regular Plan,--,0.02,43/53,Very High,Equity,0.86,04-08-2022,442
DSP Nifty Next 50 Index Fund - Regular Plan,3,-6.87,135/144,Very High,Equity,0.61,21-02-2019,"1,008"
DSP Nifty Private Bank ETF,--,8.51,33/52,Very High,Equity,0.15,27-07-2023,353
DSP Nifty Private Bank Index Fund - Regular Plan,--,--,--,Very High,Equity,1.01,06-03-2025,20
DSP Nifty PSU Bank ETF,--,-7.91,48/52,Very High,Equity,0.15,27-07-2023,71
DSP Nifty Smallcap250 Quality 50 Index Fund - Regular Plan,--,-1.73,35/44,Very High,Equity,0.98,26-12-2023,255
DSP Nifty Top 10 Equal Weight ETF,--,--,--,Very High,Equity,0.15,05-09-2024,746
DSP Nifty Top 10 Equal Weight Index Fund - Regular Plan,--,--,--,Very High,Equity,0.94,05-09-2024,"1,688"
DSP Quant Fund - Regular Plan,--,3.62,21/79,Very High,Equity,1.28,10-06-2019,904
DSP Small Cap Fund - Regular Plan,2,6.4,May-44,Very High,Equity,1.71,14-06-2007,"16,305"
DSP US Flexible Equity Fund of Fund - Regular Plan,--,13.29,31/60,Very High,Equity,2.34,03-08-2012,866
DSP Value Fund - Regular Plan,3,7.51,--,Very High,Equity,1.71,10-12-2020,"1,001"
DSP World Gold FoF - Regular Plan,--,65.67,Jan-60,Very High,Equity,2.35,14-09-2007,"1,196"
DSP World Mining Fund of Fund- Regular Plan,--,7.19,54/60,Very High,Equity,2.13,29-12-2009,127
Edelweiss ASEAN Equity Off-shore Fund - Regular Plan,--,18.13,14/60,Very High,Equity,1.47,01-07-2011,108
Edelweiss BSE Capital Markets & Insurance ETF,--,--,--,Very High,Equity,0.25,30-12-2024,15
Edelweiss BSE Internet Economy Index Fund - Regular Plan,--,--,--,Very High,Equity,1.09,16-05-2025,30
Edelweiss Business Cycle Fund - Regular Plan,--,--,--,Very High,Equity,2.02,29-07-2024,"1,840"
Edelweiss Consumption Fund - Regular Plan,--,--,--,Very High,Equity,2.38,20-02-2025,364
Edelweiss ELSS Tax Saver Fund - Regular Plan,2,3.56,25/38,Very High,Equity,2.33,30-12-2008,412
Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Regular Plan,--,9.49,46/60,Very High,Equity,1.44,07-07-2014,121
Edelweiss Europe Dynamic Equity Offshore Fund - Regular Plan,--,24.68,Sep-60,Very High,Equity,1.43,07-02-2014,110
Edelweiss Flexi Cap Fund - Regular Plan,4,3.8,51/91,Very High,Equity,1.93,03-02-2015,"2,642"
Edelweiss Focused Fund - Regular Plan,--,4.12,45/91,Very High,Equity,2.21,01-08-2022,961
Edelweiss Greater China Equity Off-shore Fund - Regular Plan,--,13.8,26/60,Very High,Equity,1.64,26-08-2009,"1,820"
Edelweiss Large Cap Fund - Regular Plan,4,4.07,100/144,Very High,Equity,2.12,20-05-2009,"1,271"
Edelweiss Large & Mid Cap Fund - Regular Plan,3,5.33,Oct-54,Very High,Equity,1.86,14-06-2007,"3,914"
Edelweiss Mid Cap Fund - Regular Plan,4,9.69,Mar-53,Very High,Equity,1.7,26-12-2007,"10,028"
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund - Regular Plan,2,7.49,22/23,Very High,Equity,1.05,26-10-2020,156
Edelweiss Multi Cap Fund - Regular Plan,--,4.63,Sep-25,Very High,Equity,1.92,25-10-2023,"2,791"
Edelweiss Nifty 100 Quality 30 Index Fund - Regular Plan,1,0.48,113/144,Very High,Equity,0.85,25-05-2016,141
Edelweiss Nifty500 Multicap Momentum Quality 50 ETF,--,--,--,Very High,Equity,0.3,31-10-2024,27
Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.02,31-10-2024,235
Edelweiss Nifty 50 Index Fund - Regular Plan,1,6.95,53/144,Very High,Equity,0.5,08-05-2015,168
Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Regular Plan,--,-3.54,41/54,Very High,Equity,1.1,17-05-2024,154
Edelweiss Nifty Bank ETF,--,--,--,Very High,Equity,0.05,10-09-2024,7
Edelweiss NIFTY Large Mid Cap 250 Index Fund - Regular Plan,3,3.23,17/54,Very High,Equity,0.9,01-12-2021,277
Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan,--,-2.24,45/53,Very High,Equity,1.1,30-11-2022,991
Edelweiss Nifty Next 50 Index Fund - Regular Plan,--,-7.09,142/144,Very High,Equity,0.75,30-11-2022,137
Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan,--,-1.41,28/44,Very High,Equity,0.78,30-11-2022,136
Edelweiss Recently Listed IPO Fund - Regular Plan,--,-0.39,35/79,Very High,Equity,2.29,22-02-2018,896
Edelweiss Small Cap Fund - Regular Plan,3,1.6,15/44,Very High,Equity,1.83,07-02-2019,"4,580"
Edelweiss Technology Fund - Regular Plan,--,8.18,24/26,Very High,Equity,2.31,05-03-2024,652
Edelweiss US Technology Equity FoF - Regular Plan,--,17.21,16/60,Very High,Equity,1.6,05-03-2020,"2,737"
Edelweiss US Value Equity Off-shore Fund - Regular Plan,--,9.48,47/60,Very High,Equity,1.62,07-08-2013,162
Franklin Asian Equity Fund - Regular Plan,--,8.95,50/60,Very High,Equity,2.55,16-01-2008,249
Franklin Build India Fund - Regular Plan,5,-1.25,Aug-22,Very High,Equity,1.99,04-09-2009,"2,857"
Franklin India Bluechip Fund - Regular Plan,4,7.17,41/144,Very High,Equity,1.84,01-12-1993,"7,692"
Franklin India ELSS Tax Saver Fund - Regular Plan,4,6.43,Oct-38,Very High,Equity,1.81,10-04-1999,"6,719"
Franklin India Equity Advantage Fund - Regular Plan,3,8.68,Mar-54,Very High,Equity,2.02,02-03-2005,"3,491"
Franklin India Feeder - Templeton European Opportunities Fund - Regular Plan,--,9.66,43/60,Very High,Equity,1.33,16-05-2014,18
Franklin India Flexi Cap Fund - Regular Plan,4,6.86,22/91,Very High,Equity,1.7,29-09-1994,"18,679"
Franklin India Focused Equity Fund - Regular Plan,4,2.69,62/91,Very High,Equity,1.76,26-07-2007,"12,147"
Franklin India Multi Cap Fund - Regular Plan,--,--,--,Very High,Equity,1.81,29-07-2024,"4,851"
Franklin India NSE Nifty 50 Index - Regular Plan,3,7.08,48/144,Very High,Equity,0.63,04-08-2000,737
Franklin India Opportunities Fund - Regular Plan,--,2.68,25/79,Very High,Equity,1.77,21-02-2000,"6,864"
Franklin India Prima Fund - Regular Plan,3,3.94,14/53,Very High,Equity,1.76,01-12-1993,"12,285"
Franklin India Smaller Companies Fund - Regular Plan,4,-4.66,41/44,Very High,Equity,1.74,13-01-2006,"13,545"
Franklin India Technology Fund - Regular Plan,--,6.75,25/26,Very High,Equity,2.11,22-08-1998,"1,862"
Franklin U.S. Opportunities Equity Active FoF - Regular Plan,--,8.57,53/60,Very High,Equity,1.53,06-02-2012,"3,834"
Groww Banking & Financial Services Fund - Regular Plan,--,7.35,44/52,Very High,Equity,2.3,06-02-2024,54
Groww ELSS Tax Saver Fund - Regular Plan,2,-0.1,31/38,Very High,Equity,2.3,28-12-2017,51
Groww Large Cap Fund - Regular Plan,2,0.85,112/144,Very High,Equity,2.46,10-02-2012,128
Groww Multicap Fund - Regular Plan,--,--,--,Very High,Equity,2.3,16-12-2024,105
Groww Nifty 200 ETF,--,--,--,Very High,Equity,0.35,25-02-2025,12
Groww Nifty 200 ETF FoF - Regular Plan,--,--,--,Very High,Equity,0.7,28-02-2025,4
Groww Nifty 500 Low Volatility 50 ETF,--,--,--,Very High,Equity,--,11-06-2025,--
Groww Nifty 500 Momentum 50 ETF,--,--,--,Very High,Equity,0.44,23-04-2025,15
Groww Nifty 500 Momentum 50 ETF FoF - Regular Plan,--,--,--,Very High,Equity,0.65,24-04-2025,6
Groww Nifty EV & New Age Automotive ETF,--,--,--,Very High,Equity,0.47,07-08-2024,265
Groww Nifty EV & New Age Automotive ETF FoF - Regular Plan,--,--,--,Very High,Equity,0.62,12-08-2024,139
Groww Nifty India Defence ETF,--,--,--,Very High,Equity,0.43,08-10-2024,183
Groww Nifty India Defence ETF FoF - Regular Plan,--,--,--,Very High,Equity,0.63,11-10-2024,61
Groww Nifty India Internet ETF,--,--,--,Very High,Equity,--,--,--
Groww Nifty India Internet ETF FoF - Regular Plan,--,--,--,Very High,Equity,--,--,--
Groww Nifty India Railways PSU ETF,--,--,--,Very High,Equity,0.49,05-02-2025,57
Groww Nifty India Railways PSU Index Fund - Regular Plan,--,--,--,Very High,Equity,1.07,04-02-2025,35
Groww Nifty Non-Cyclical Consumer Index Fund - Regular Plan,--,3.17,13/21,Very High,Equity,1,22-05-2024,50
Groww Nifty Smallcap 250 Index Fund - Regular Plan,--,-1.45,30/44,Very High,Equity,1.05,29-02-2024,111
Groww Nifty Total Market Index Fund - Regular Plan,--,2.97,58/91,Very High,Equity,1.05,23-10-2023,303
Groww Value Fund - Regular Plan,1,5.71,Jun-31,Very High,Equity,2.3,08-09-2015,55
HDFC Banking & Financial Services Fund - Regular Plan,3,9.96,19/52,Very High,Equity,1.91,01-07-2021,"4,128"
HDFC BSE 500 ETF,--,3.29,56/91,Very High,Equity,0.3,15-02-2023,17
HDFC BSE 500 Index Fund - Regular Plan,--,2.6,63/91,Very High,Equity,0.81,21-04-2023,238
HDFC BSE Sensex ETF,--,7.4,25/144,Very High,Equity,0.05,09-12-2015,521
HDFC BSE Sensex Index Fund - Regular Plan,3,7.03,50/144,Very High,Equity,0.36,17-07-2002,"8,459"
HDFC Business Cycle Fund - Regular Plan,--,1.73,27/79,Very High,Equity,1.97,30-11-2022,"2,857"
HDFC Defence Fund - Regular Plan,--,7.64,Aug-79,Very High,Equity,1.77,02-06-2023,"6,665"
HDFC Developed World Equity Passive FoF - Regular Plan,--,15.43,--,Very High,Equity,0.63,06-10-2021,"1,278"
HDFC Dividend Yield Fund - Regular Plan,--,1.71,04-Sep,Very High,Equity,1.81,18-12-2020,"6,379"
HDFC ELSS Tax Saver Fund - Regular Plan,5,8.31,Apr-38,Very High,Equity,1.65,31-03-1996,"16,454"
HDFC Flexi Cap Fund - Regular Plan,5,10.42,May-91,Very High,Equity,1.39,01-01-1995,"75,784"
HDFC Focused 30 Fund - Regular Plan,5,10.12,Jun-91,Very High,Equity,1.66,17-09-2004,"19,578"
HDFC Housing Opportunities Fund - Regular Plan,--,-7.23,69/79,Very High,Equity,2.21,06-12-2017,"1,324"
HDFC Infrastructure Fund - Regular Plan,4,-2.43,Oct-22,Very High,Equity,1.98,10-03-2008,"2,540"
HDFC Innovation Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
HDFC Large and Mid Cap Fund - Regular Plan,4,3.13,19/54,Very High,Equity,1.65,18-02-1994,"25,412"
HDFC Large Cap Fund - Regular Plan,5,3.94,101/144,Very High,Equity,1.61,04-09-1996,"37,716"
HDFC Manufacturing Fund - Regular Plan,--,-2.19,45/79,Very High,Equity,1.69,16-05-2024,"12,098"
HDFC Mid-Cap Opportunities Fund - Regular Plan,5,5.57,Jul-53,Very High,Equity,1.4,25-06-2007,"79,718"
HDFC MNC Fund - Regular Plan,--,-10.84,06-Jun,Very High,Equity,2.43,09-03-2023,584
HDFC Multi Cap Fund - Regular Plan,4,1.35,21/25,Very High,Equity,1.68,10-12-2021,"17,620"
HDFC NIFTY 100 Equal Weight Index Fund - Regular Plan,4,-0.24,116/144,Very High,Equity,0.83,23-02-2022,369
HDFC NIFTY 100 ETF,--,4.72,92/144,Very High,Equity,0.3,05-08-2022,31
HDFC NIFTY 100 Index Fund - Regular Plan,2,4.21,98/144,Very High,Equity,0.75,23-02-2022,339
HDFC NIFTY100 Low Volatility 30 ETF,--,6.38,69/144,Very High,Equity,0.3,11-10-2022,16
HDFC NIFTY100 Low Volatility 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.9,10-07-2024,339
HDFC NIFTY100 Quality 30 ETF,--,1.1,111/144,Very High,Equity,0.3,23-09-2022,23
HDFC Nifty100 Quality 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.89,19-02-2025,187
HDFC NIFTY200 Momentum 30 ETF,--,-11.34,49/54,Very High,Equity,0.3,11-10-2022,95
HDFC NIFTY200 Momentum 30 Index Fund - Regular Plan,--,-11.92,52/54,Very High,Equity,0.89,28-02-2024,741
HDFC Nifty500 Multicap 50:25:25 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.8,23-08-2024,459
HDFC NIFTY50 Equal Weight Index Fund - Regular Plan,4,5.18,84/144,Very High,Equity,0.86,20-08-2021,"1,495"
HDFC NIFTY 50 ETF,--,7.59,11/144,Very High,Equity,0.05,09-12-2015,"4,545"
HDFC NIFTY 50 Index Fund - Regular Plan,3,7.2,37/144,Very High,Equity,0.35,17-07-2002,"20,409"
HDFC NIFTY50 Value 20 ETF,--,2.85,Dec-31,Very High,Equity,0.2,23-09-2022,37
HDFC NIFTY Bank ETF,--,9,27/52,Very High,Equity,0.16,21-08-2020,"2,740"
HDFC NIFTY Growth Sectors 15 ETF,--,5.69,16/79,Very High,Equity,0.3,23-09-2022,22
HDFC Nifty India Digital Index Fund - Regular Plan,--,--,--,Very High,Equity,0.9,11-12-2024,211
HDFC NIFTY IT ETF,--,13.59,Sep-26,Very High,Equity,0.2,16-11-2022,49
HDFC Nifty LargeMidcap 250 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.75,09-10-2024,482
HDFC NIFTY Midcap 150 ETF,--,2.85,22/53,Very High,Equity,0.2,15-02-2023,89
HDFC NIFTY Midcap 150 Index Fund - Regular Plan,--,2.05,29/53,Very High,Equity,0.83,21-04-2023,346
HDFC NIFTY Next 50 ETF,--,-6.33,130/144,Very High,Equity,0.25,05-08-2022,89
HDFC NIFTY Next 50 Index Fund - Regular Plan,2,-7.07,140/144,Very High,Equity,0.66,03-11-2021,"1,925"
HDFC NIFTY Private Bank ETF,--,8.49,34/52,Very High,Equity,0.15,16-11-2022,335
HDFC NIFTY PSU BANK ETF,--,-7.93,49/52,Very High,Equity,0.35,31-01-2024,26
HDFC NIFTY Realty Index Fund - Regular Plan,--,-11.63,76/79,Very High,Equity,0.89,26-03-2024,125
HDFC Nifty Smallcap 250 ETF,--,-0.68,21/44,Very High,Equity,0.2,15-02-2023,"1,155"
HDFC Nifty Smallcap 250 Index Fund - Regular Plan,--,-1.38,27/44,Very High,Equity,0.81,21-04-2023,473
HDFC Nifty Top 20 Equal Weight Index Fund - Regular Plan,--,--,--,Very High,Equity,0.9,25-03-2025,81
HDFC Non-Cyclical Consumer Fund - Regular Plan,--,4.82,Sep-21,Very High,Equity,2.25,12-07-2023,970
HDFC Pharma And Healthcare Fund - Regular Plan,--,24.96,Jan-23,Very High,Equity,2.02,04-10-2023,"1,705"
HDFC Retirement Savings Fund Equity Plan - Regular Plan,5,3.92,48/91,Very High,Equity,1.77,25-02-2016,"6,474"
HDFC Small Cap Fund - Regular Plan,4,1.69,14/44,Very High,Equity,1.59,03-04-2008,"34,032"
HDFC Technology Fund - Regular Plan,--,18.37,Feb-26,Very High,Equity,2.11,08-09-2023,"1,403"
HDFC Transportation and Logistics Fund - Regular Plan,--,-2.99,49/79,Very High,Equity,2.12,17-08-2023,"1,330"
HDFC Value Fund,2,5.78,May-31,Very High,Equity,1.85,01-02-1994,"7,140"
Helios Financial Services Fund - Regular Plan,--,--,--,Very High,Equity,2.4,24-06-2024,173
Helios Flexi Cap Fund - Regular Plan,--,3.87,49/91,Very High,Equity,1.9,13-11-2023,"3,214"
Helios Large & Mid Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.38,30-10-2024,319
Helios Mid Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.39,13-03-2025,98
HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Regular Plan,--,13.68,27/60,Very High,Equity,1.4,24-02-2014,13
HSBC Brazil Fund,--,14.85,21/60,Very High,Equity,1.55,06-05-2011,76
HSBC Business Cycles Fund - Regular Plan,--,5.55,17/79,Very High,Equity,2.24,20-08-2014,"1,078"
HSBC Consumption Fund - Regular Plan,--,5.65,Mar-21,Very High,Equity,2.11,31-08-2023,"1,517"
HSBC ELSS Tax Saver Fund,3,5.24,15/38,Very High,Equity,1.91,27-02-2006,"4,129"
HSBC Financial Services Fund - Regular Plan,--,--,--,Very High,Equity,2.39,27-02-2025,622
HSBC Flexi Cap Fund,4,5.18,38/91,Very High,Equity,1.93,24-02-2004,"4,940"
HSBC Focused Fund - Regular Plan,2,5.33,35/91,Very High,Equity,2.12,22-07-2020,"1,666"
HSBC Global Emerging Markets Fund,--,9.54,45/60,Very High,Equity,1.54,17-03-2008,54
HSBC Global Equity Climate Change FoF - Regular Plan,--,4.75,57/60,Very High,Equity,1.44,22-03-2021,57
HSBC India Export Opportunities Fund - Regular Plan,--,--,--,Very High,Equity,2.07,25-09-2024,"1,720"
HSBC Infrastructure Fund,3,-5.68,17/22,Very High,Equity,2.04,27-09-2007,"2,391"
HSBC Large and Mid Cap Fund - Regular Plan,3,1.13,31/54,Very High,Equity,1.91,28-03-2019,"4,173"
HSBC Large Cap Fund,3,3.25,103/144,Very High,Equity,2.14,10-12-2002,"1,826"
HSBC Midcap Fund,3,3.65,16/53,Very High,Equity,1.73,09-08-2004,"11,470"
HSBC Multi Cap Fund - Regular Plan,--,1.85,20/25,Very High,Equity,1.85,30-01-2023,"4,757"
HSBC Nifty 50 Index Fund - Regular Plan,3,7.09,47/144,Very High,Equity,0.44,15-04-2020,340
HSBC Nifty Next 50 Index Fund - Regular Plan,1,-7.13,143/144,Very High,Equity,0.72,15-04-2020,133
HSBC Small Cap Fund,3,-3.66,38/44,Very High,Equity,1.68,12-05-2014,"16,061"
HSBC Value Fund,4,2.7,15/31,Very High,Equity,1.72,08-01-2010,"13,325"
ICICI Prudential Banking and Financial Services Fund,3,14.42,Oct-52,Very High,Equity,1.81,22-08-2008,"9,812"
ICICI Prudential BHARAT 22 FOF,5,-1.34,119/144,Very High,Equity,0.13,29-06-2018,"2,358"
ICICI Prudential Bharat Consumption Fund,4,2.7,14/21,Very High,Equity,2,12-04-2019,"3,166"
ICICI Prudential BSE 500 ETF,--,3.33,54/91,Very High,Equity,0.32,09-05-2018,343
ICICI Prudential BSE 500 ETF FOF,3,3.17,57/91,Very High,Equity,0.58,01-12-2021,94
ICICI Prudential BSE Midcap Select ETF,--,1.36,36/53,Very High,Equity,0.15,04-07-2016,87
ICICI Prudential BSE Sensex ETF,--,7.43,23/144,Very High,Equity,0.03,10-01-2003,"20,993"
ICICI Prudential BSE Sensex Index Fund,3,7.12,42/144,Very High,Equity,0.28,21-09-2017,"1,869"
ICICI Prudential Business Cycle Fund,--,8.94,Jul-79,Very High,Equity,1.7,18-01-2021,"12,972"
ICICI Prudential Commodities Fund,--,-5.63,61/79,Very High,Equity,2,15-10-2019,"2,742"
ICICI Prudential Dividend Yield Equity Fund,--,7.86,01-Sep,Very High,Equity,1.83,16-05-2014,"5,401"
ICICI Prudential ELSS Tax Saver,3,8.99,Mar-38,Very High,Equity,1.72,19-08-1999,"14,364"
ICICI Prudential Energy Opportunities Fund - Regular Plan,--,--,--,Very High,Equity,1.72,22-07-2024,"10,559"
ICICI Prudential Equity Minimum Variance Fund - Regular Plan,--,--,--,Very High,Equity,1.91,06-12-2024,"3,646"
ICICI Prudential ESG Exclusionary Strategy Fund,--,12.89,01-Oct,Very High,Equity,2.14,09-10-2020,"1,525"
ICICI Prudential Exports and Services Fund,--,11.11,Jun-79,Very High,Equity,2.27,30-11-2005,"1,396"
ICICI Prudential Flexicap Fund,4,4.27,43/91,Very High,Equity,1.69,17-07-2021,"17,484"
ICICI Prudential FMCG Fund,--,-2.1,43/79,Very High,Equity,2.13,31-03-1999,"2,027"
ICICI Prudential Focused Equity Fund,4,11.43,Feb-91,Very High,Equity,1.72,28-05-2009,"11,667"
ICICI Prudential Global Advantage Fund (FOF),--,13.21,32/60,Very High,Equity,1.36,07-10-2019,320
ICICI Prudential Global Stable Equity Fund (FOF),--,14.3,22/60,Very High,Equity,1.49,13-09-2013,102
ICICI Prudential Housing Opportunities Fund,--,3.22,24/79,Very High,Equity,2.05,18-04-2022,"2,453"
ICICI Prudential India Equity FOF,5,7.95,19/91,Very High,Equity,1.24,25-02-2020,179
ICICI Prudential India Opportunities Fund,--,11.34,May-79,Very High,Equity,1.6,15-01-2019,"28,204"
ICICI Prudential Infrastructure Fund,5,2.97,Jan-22,Very High,Equity,1.85,31-08-2005,"7,920"
ICICI Prudential Innovation Fund,--,7.19,Nov-79,Very High,Equity,1.81,28-04-2023,"6,794"
ICICI Prudential Large Cap Fund,5,8.14,4/144,Very High,Equity,1.42,23-05-2008,"69,763"
ICICI Prudential Large & Mid Cap Fund,5,8.07,Jun-54,Very High,Equity,1.66,09-07-1998,"21,657"
ICICI Prudential Manufacturing Fund,--,-3.42,53/79,Very High,Equity,1.82,11-10-2018,"6,589"
ICICI Prudential Midcap Fund,3,2.76,25/53,Very High,Equity,1.87,28-10-2004,"6,421"
ICICI Prudential MNC Fund,--,-1.22,01-Jun,Very High,Equity,2.14,17-06-2019,"1,677"
ICICI Prudential Multicap Fund,4,5.65,Jun-25,Very High,Equity,1.74,01-10-1994,"15,095"
ICICI Prudential NASDAQ 100 Index Fund,--,13.37,29/60,Very High,Equity,1.07,18-10-2021,"1,727"
ICICI Prudential Nifty 100 ETF,--,4.55,94/144,Very High,Equity,0.48,20-08-2013,118
ICICI Prudential Nifty 100 Low Volatility 30 ETF,--,6.27,71/144,Very High,Equity,0.41,03-07-2017,"3,678"
ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF,5,6.21,72/144,Very High,Equity,0.54,12-04-2021,"1,476"
ICICI Prudential Nifty 200 Momentum 30 ETF,--,-11.43,50/54,Very High,Equity,0.3,04-08-2022,590
ICICI Prudential Nifty 200 Momentum 30 Index Fund,--,-12.06,53/54,Very High,Equity,1,05-08-2022,551
ICICI Prudential Nifty 200 Quality 30 ETF,--,1.87,25/54,Very High,Equity,0.3,07-08-2023,183
ICICI Prudential Nifty200 Quality 30 Index Fund,--,--,--,Very High,Equity,--,09-06-2025,--
ICICI Prudential Nifty200 Value 30 ETF,--,--,--,Very High,Equity,0.3,17-10-2024,10
ICICI Prudential Nifty200 Value 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,1,18-10-2024,96
ICICI Prudential Nifty 500 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.88,20-12-2024,25
ICICI Prudential Nifty50 Equal Weight Index Fund,--,5.12,85/144,Very High,Equity,0.99,03-10-2022,125
ICICI Prudential Nifty 50 ETF,--,7.62,6/144,Very High,Equity,0.03,20-03-2013,"30,050"
ICICI Prudential Nifty 50 Index Fund,3,7.17,40/144,Very High,Equity,0.36,26-02-2002,"13,535"
ICICI Prudential Nifty50 Value 20 ETF,--,2.74,14/31,Very High,Equity,0.25,17-06-2016,190
ICICI Prudential Nifty50 Value 20 Index Fund,--,2.21,16/31,Very High,Equity,0.68,05-02-2024,108
ICICI Prudential Nifty Alpha Low Volatility 30 ETF,--,-2.95,37/54,Very High,Equity,0.41,12-08-2020,"1,775"
ICICI Prudential Nifty Alpha Low Volatility 30 ETF FOF,2,-3.39,38/54,Very High,Equity,0.53,20-09-2021,953
ICICI Prudential Nifty Auto ETF,--,-5.75,62/79,Very High,Equity,0.2,12-01-2022,125
ICICI Prudential Nifty Auto Index Fund,--,-6.41,66/79,Very High,Equity,0.94,11-10-2022,147
ICICI Prudential Nifty Bank ETF,--,9.04,24/52,Very High,Equity,0.15,10-07-2019,"3,152"
ICICI Prudential Nifty Bank Index Fund,2,8.21,37/52,Very High,Equity,0.76,02-03-2022,615
ICICI Prudential Nifty Commodities ETF,--,-5.38,58/79,Very High,Equity,0.3,15-12-2022,72
ICICI Prudential Nifty EV & New Age Automotive ETF,--,--,--,Very High,Equity,0.44,07-04-2025,21
ICICI Prudential Nifty EV & New Age Automotive ETF FoF - Regular Plan,--,--,--,Very High,Equity,0.61,17-04-2025,16
ICICI Prudential Nifty Financial Services Ex-Bank ETF,--,22.55,Jan-52,Very High,Equity,0.2,25-11-2022,141
ICICI Prudential Nifty FMCG ETF,--,-2.1,44/79,Very High,Equity,0.2,05-08-2021,560
ICICI Prudential Nifty Healthcare ETF,--,13.95,Dec-23,Very High,Equity,0.15,18-05-2021,144
ICICI Prudential Nifty India Consumption ETF,--,5.44,May-21,Very High,Equity,0.2,28-10-2021,64
ICICI Prudential Nifty Infrastructure ETF,--,2.53,Feb-22,Very High,Equity,0.5,17-08-2022,154
ICICI Prudential Nifty IT ETF,--,13.62,Aug-26,Very High,Equity,0.2,17-08-2020,473
ICICI Prudential Nifty IT Index Fund,--,12.86,15/26,Very High,Equity,0.88,18-08-2022,523
ICICI Prudential Nifty LargeMidcap 250 Index Fund,--,3.18,18/54,Very High,Equity,0.8,13-03-2024,210
ICICI Prudential Nifty Metal ETF,--,--,--,Very High,Equity,0.4,14-08-2024,157
ICICI Prudential Nifty Midcap 150 ETF,--,2.9,20/53,Very High,Equity,0.15,24-01-2020,466
ICICI Prudential Nifty Midcap 150 Index Fund,3,1.95,32/53,Very High,Equity,0.92,22-12-2021,732
ICICI Prudential Nifty Next 50 ETF,--,-6.2,125/144,Very High,Equity,0.1,23-08-2018,"1,515"
ICICI Prudential Nifty Next 50 Index Fund,3,-7.08,141/144,Very High,Equity,0.68,25-06-2010,"7,479"
ICICI Prudential Nifty Oil & Gas ETF,--,--,--,Very High,Equity,0.4,19-07-2024,160
ICICI Prudential Nifty Pharma Index Fund,--,10.14,20/23,Very High,Equity,0.98,14-12-2022,84
ICICI Prudential Nifty Private Bank ETF,--,8.48,36/52,Very High,Equity,0.15,09-08-2019,"3,357"
ICICI Prudential Nifty PSU Bank ETF,--,-7.99,50/52,Very High,Equity,0.4,15-03-2023,71
ICICI Prudential Nifty Smallcap 250 Index Fund,2,-1.49,32/44,Very High,Equity,0.84,02-11-2021,498
ICICI Prudential Nifty Top 15 Equal Weight ETF,--,--,--,Very High,Equity,--,--,--
ICICI Prudential Nifty Top 15 Equal Weight Index Fund,--,--,--,Very High,Equity,--,--,--
ICICI Prudential Passive Strategy Fund (FOF),4,8.71,14/91,Very High,Equity,0.44,18-12-2003,194
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund,4,20.37,Mar-23,Very High,Equity,1.9,13-07-2018,"5,508"
ICICI Prudential PSU Equity Fund,--,-2.62,02-Jul,Very High,Equity,2.07,12-09-2022,"2,059"
ICICI Prudential Quality Fund,--,--,--,Very High,Equity,2.07,23-05-2025,"1,801"
ICICI Prudential Quant Fund,--,7.51,Sep-79,Very High,Equity,2.32,11-12-2020,132
ICICI Prudential Retirement Fund - Pure Equity Plan,4,7.96,18/91,Very High,Equity,2.11,27-02-2019,"1,214"
ICICI Prudential Rural Opportunities Fund - Regular Plan,--,--,--,Very High,Equity,2.17,28-01-2025,"1,371"
ICICI Prudential Smallcap Fund,3,-1.53,33/44,Very High,Equity,1.78,18-10-2007,"8,254"
ICICI Prudential Strategic Metal and Energy Equity FoF,--,27.03,Aug-60,Very High,Equity,1.55,02-02-2022,91
